squareMeters,numberOfRooms,hasYard,hasPool,floors,cityCode,cityPartRange,numPrevOwners,made,isNewBuilt,hasStormProtector,basement,attic,garage,hasStorageRoom,hasGuestRoom,price
8941,4,0,0.0,94.0,7455,8.0,5,2012.0,0.0,0,7273,4065.0,987.0,0,1.0,902785.2
34967,30,1,0.0,49.0,73909,1.0,4,2009.0,1.0,0,8103,4297.0,418.0,0,1.0,3501658.9
66555,56,1,1.0,36.0,47738,8.0,10,2020.0,,1,847,8138.0,184.0,1,4.0,6664457.0
85985,4,1,1.0,34.0,91268,2.0,1,2005.0,0.0,0,6166,5117.0,303.0,1,,8608190.5
85645,49,1,0.0,1.0,66155,6.0,3,1998.0,,1,1660,5116.0,426.0,0,0.0,8570147.8
39215,18,1,0.0,21.0,2527,6.0,10,,0.0,0,5706,5647.0,415.0,0,7.0,3927273.4
56643,14,1,0.0,58.0,92542,4.0,4,2018.0,1.0,1,6952,8746.0,504.0,0,,5673199.8
60479,97,0,0.0,11.0,6995,9.0,6,2016.0,,1,6393,5865.0,679.0,0,4.0,6049532.6
20348,57,0,0.0,75.0,47627,,10,2021.0,0.0,0,209,1777.0,240.0,1,2.0,2037902.1
66371,49,0,1.0,75.0,3948,,5,2012.0,0.0,1,5198,3616.0,367.0,0,9.0,6646262.2
31291,16,1,0.0,27.0,85333,,8,,1.0,1,1969,9644.0,689.0,0,8.0,3134903.2
7330,54,0,0.0,,86628,5.0,9,2014.0,1.0,0,4957,5927.0,690.0,0,4.0,740586.4
41502,81,0,0.0,63.0,42782,10.0,9,2016.0,1.0,1,6507,3928.0,307.0,1,7.0,4155333.6
23027,52,1,0.0,35.0,83906,6.0,5,2013.0,1.0,1,4215,5746.0,497.0,1,6.0,2309849.3
53371,41,0,1.0,97.0,39428,2.0,2,2003.0,0.0,0,3552,1530.0,822.0,0,,5346532.3
26997,44,1,1.0,,92676,2.0,1,2001.0,1.0,1,409,80.0,715.0,1,1.0,2712687.1
16806,10,1,0.0,19.0,32348,5.0,6,1998.0,,1,5645,2749.0,997.0,0,0.0,1686882.8
44304,87,0,0.0,63.0,42683,7.0,10,,,0,5377,,146.0,1,5.0,4436179.2
66563,56,1,1.0,53.0,30380,,7,2005.0,1.0,1,2867,6929.0,623.0,0,3.0,6665417.5
89812,74,0,1.0,14.0,92381,6.0,7,,0.0,1,7195,3059.0,467.0,0,8.0,8986041.2
39302,41,0,0.0,67.0,33675,9.0,6,2016.0,0.0,0,8316,4989.0,170.0,0,4.0,3933732.6
44799,32,0,1.0,71.0,94440,,5,2003.0,0.0,0,7341,4727.0,408.0,1,6.0,4489422.3
36268,23,0,1.0,65.0,67529,7.0,2,,,0,7419,4511.0,260.0,1,4.0,3633523.7
86676,22,0,1.0,12.0,77691,8.0,2,,1.0,1,6119,7836.0,970.0,0,3.0,8672062.9
83120,8,0,0.0,7.0,63476,4.0,1,2005.0,0.0,0,2074,9939.0,121.0,1,,8313030.5
25341,85,1,1.0,47.0,49111,,1,2014.0,0.0,0,5010,,990.0,1,0.0,2544899.4
25105,8,0,1.0,33.0,97960,3.0,7,2006.0,0.0,0,9587,471.0,238.0,0,3.0,2515100.6
54090,61,1,1.0,36.0,9761,10.0,7,1996.0,1.0,0,4321,8989.0,923.0,0,0.0,5418306.6
80610,64,0,1.0,93.0,877,4.0,1,2007.0,1.0,0,7915,8636.0,753.0,1,2.0,8071729.7
65507,43,0,0.0,90.0,4372,4.0,3,2004.0,0.0,0,5622,1788.0,890.0,0,2.0,6557760.4
27204,73,1,0.0,2.0,94102,10.0,10,1997.0,0.0,1,5833,6135.0,574.0,0,1.0,2726114.7
79025,88,1,0.0,42.0,51700,8.0,9,,0.0,0,750,6689.0,728.0,1,,7908018.4
3452,7,0,1.0,,62688,,8,,0.0,0,6823,,106.0,0,1.0,355370.1
21550,89,1,0.0,100.0,96416,5.0,7,2013.0,0.0,0,8350,4046.0,990.0,1,,2164424.3
11657,88,0,1.0,21.0,81560,1.0,5,2012.0,1.0,0,4859,4985.0,999.0,0,,1170585.2
28103,84,1,1.0,15.0,40370,1.0,1,1993.0,0.0,0,884,3358.0,279.0,0,1.0,2815163.3
47957,13,1,1.0,47.0,65001,,1,2017.0,0.0,0,6806,6563.0,259.0,0,,4801705.7
63519,91,1,1.0,31.0,62197,,2,2006.0,,1,1001,5368.0,938.0,1,10.0,6358243.6
76021,71,1,1.0,12.0,23417,,5,,0.0,1,9738,9613.0,727.0,0,0.0,7607661.0
88259,8,0,0.0,96.0,78742,4.0,2,1998.0,0.0,1,8896,9058.0,572.0,0,5.0,8832355.8
82787,69,1,1.0,80.0,6921,10.0,10,2014.0,0.0,0,27,8936.0,551.0,0,6.0,8289297.4
56517,45,0,1.0,,64707,10.0,5,1999.0,,1,6575,7822.0,631.0,0,,5657851.9
29096,51,0,1.0,45.0,69246,9.0,2,,1.0,1,9210,2171.0,652.0,0,0.0,2913547.6
36216,15,0,0.0,69.0,61859,5.0,3,1999.0,0.0,0,405,,695.0,1,1.0,3622946.9
5139,71,1,1.0,51.0,27569,10.0,5,1998.0,0.0,0,8060,6548.0,517.0,1,2.0,525841.8
25487,54,1,1.0,76.0,25288,1.0,10,2002.0,0.0,0,4815,6098.0,435.0,1,2.0,2562661.2
35733,25,0,0.0,,20526,,9,2003.0,0.0,0,2304,5810.0,899.0,0,3.0,3573868.3
16735,92,0,1.0,80.0,34430,9.0,9,2010.0,1.0,1,2664,182.0,759.0,0,,1677084.0
56202,3,0,0.0,,39915,5.0,5,2001.0,,0,8228,4928.0,254.0,0,5.0,5629550.1
12426,33,1,1.0,40.0,68790,5.0,2,2020.0,0.0,0,5838,262.0,901.0,1,9.0,1253371.0
33984,100,0,1.0,41.0,32690,2.0,10,,,0,1083,7452.0,452.0,1,3.0,3402691.0
98651,32,0,0.0,48.0,62209,4.0,10,2004.0,0.0,1,994,131.0,565.0,1,10.0,9870164.4
5117,58,1,0.0,,52406,,3,2018.0,0.0,1,9147,,926.0,1,6.0,517775.8
56800,87,0,1.0,12.0,53535,7.0,9,,0.0,1,6298,2005.0,539.0,1,9.0,5683058.9
90904,25,0,1.0,53.0,866,9.0,10,2009.0,,0,3625,4006.0,940.0,1,9.0,9093802.9
26923,55,0,0.0,57.0,20785,3.0,1,2004.0,0.0,1,9177,3340.0,145.0,0,,2698265.4
15734,35,1,0.0,24.0,25611,1.0,3,2003.0,1.0,1,792,9480.0,401.0,1,8.0,1579608.3
17513,81,0,1.0,73.0,71442,7.0,5,1996.0,0.0,0,3196,,263.0,1,8.0,1761977.6
14052,47,0,1.0,67.0,52425,2.0,6,2013.0,,1,1285,8215.0,987.0,1,5.0,1411943.3
19727,58,1,1.0,82.0,2799,4.0,5,1996.0,1.0,0,1637,2920.0,527.0,0,7.0,1984798.6
77423,58,1,1.0,16.0,45820,,1,,,1,564,,329.0,0,9.0,7749477.6
65904,84,0,1.0,47.0,32271,,1,2002.0,0.0,0,1605,3922.0,155.0,1,0.0,6596494.2
29001,49,1,1.0,72.0,14536,,10,1994.0,,0,1526,8164.0,202.0,0,5.0,2912635.4
32361,44,1,0.0,57.0,58299,3.0,10,2018.0,0.0,0,7036,3216.0,685.0,0,3.0,3240276.8
93174,36,0,1.0,53.0,50115,5.0,8,1997.0,0.0,0,3133,2493.0,879.0,1,1.0,9325575.7
71192,8,0,1.0,89.0,54582,10.0,7,,0.0,0,5726,1576.0,239.0,1,5.0,7129401.1
68128,39,0,1.0,18.0,35709,,5,1999.0,1.0,0,3823,8783.0,856.0,0,10.0,6817710.9
98923,61,0,1.0,33.0,63573,3.0,8,2015.0,1.0,0,1393,9134.0,224.0,0,0.0,9897661.5
72196,50,1,1.0,,56655,,6,2013.0,,0,8722,3606.0,608.0,0,1.0,7225665.3
99278,10,0,1.0,41.0,81024,4.0,5,2004.0,,0,9887,3920.0,513.0,1,2.0,9932606.4
30896,94,0,0.0,40.0,26510,9.0,4,2014.0,1.0,0,2375,6784.0,353.0,0,0.0,3092891.4
50293,82,1,,99.0,29781,5.0,6,1994.0,,0,847,2929.0,166.0,1,1.0,5038042.4
18229,24,0,1.0,,49057,6.0,3,2001.0,1.0,1,6915,2166.0,243.0,1,4.0,1832795.1
79224,87,0,0.0,84.0,73771,8.0,7,2008.0,0.0,0,9128,4915.0,648.0,1,0.0,7926948.8
91975,49,0,0.0,,82003,2.0,4,,1.0,1,9533,7865.0,473.0,1,10.0,9198849.2
36387,4,1,1.0,17.0,32123,7.0,9,1993.0,1.0,1,6573,7796.0,577.0,0,2.0,3642700.3
32136,96,1,1.0,82.0,56803,10.0,7,2012.0,1.0,1,1924,2390.0,694.0,0,4.0,3227676.2
20995,5,1,0.0,29.0,80373,6.0,2,2015.0,0.0,0,2240,5667.0,487.0,1,5.0,2103067.5
94361,77,1,0.0,42.0,40853,3.0,10,2020.0,1.0,0,2139,3279.0,848.0,1,,9442418.0
53019,41,1,0.0,8.0,22415,7.0,5,,1.0,1,4970,7180.0,106.0,0,,5306854.4
8609,35,1,1.0,55.0,95199,9.0,5,2012.0,0.0,0,351,7554.0,482.0,1,4.0,867508.2
64245,59,1,1.0,5.0,9634,4.0,2,2012.0,,1,4341,8736.0,559.0,1,5.0,6430465.2
28192,64,0,0.0,12.0,50927,6.0,4,2000.0,1.0,1,9495,1048.0,999.0,0,1.0,2820880.0
14933,56,1,1.0,100.0,45031,,1,2020.0,1.0,1,4788,316.0,587.0,0,7.0,1500885.0
54323,79,0,1.0,83.0,81487,9.0,5,2015.0,0.0,0,6116,8177.0,970.0,0,1.0,5442454.5
92204,27,1,0.0,33.0,1541,,4,2008.0,0.0,1,2390,2590.0,516.0,0,,9226065.8
3314,3,1,1.0,3.0,11840,1.0,8,,0.0,0,9251,169.0,978.0,1,,336316.4
17466,80,0,0.0,51.0,40049,9.0,6,2005.0,0.0,0,6862,4415.0,444.0,0,1.0,1751126.5
17389,98,1,0.0,30.0,12240,8.0,1,,1.0,0,1922,,387.0,0,3.0,1744561.8
23444,72,0,1.0,,29408,2.0,1,2019.0,,1,3821,4186.0,348.0,1,,2349143.9
24097,42,0,1.0,31.0,57837,8.0,1,1991.0,1.0,1,1222,7433.0,218.0,0,,2416228.1
59850,12,1,0.0,18.0,80347,3.0,8,2006.0,0.0,0,3447,2845.0,670.0,1,10.0,5990534.6
88387,59,1,0.0,40.0,55379,8.0,3,1994.0,0.0,0,2808,9635.0,494.0,1,3.0,8845142.4
17671,45,1,1.0,88.0,61711,1.0,6,,0.0,0,8916,3910.0,775.0,1,,1777405.1
8537,59,1,0.0,49.0,19292,9.0,8,1998.0,1.0,1,3152,3491.0,238.0,0,7.0,859540.8
19183,18,0,0.0,41.0,64943,,10,2004.0,,0,7151,5616.0,470.0,1,,1919702.4
74178,54,1,0.0,36.0,89372,6.0,5,,0.0,1,5497,6167.0,872.0,1,9.0,7424829.6
10562,38,1,0.0,14.0,98984,,7,2014.0,0.0,0,7767,1842.0,542.0,0,,1058582.4
77339,55,0,1.0,50.0,4947,7.0,4,2008.0,1.0,1,6408,8625.0,748.0,1,8.0,7741650.8
9842,92,1,0.0,1.0,74478,,1,2009.0,,0,7593,,520.0,1,10.0,987460.9
39477,84,0,0.0,22.0,1906,,7,,1.0,0,2103,9193.0,859.0,0,5.0,3948983.3
22482,95,0,0.0,87.0,87952,,1,,,0,9933,1563.0,926.0,1,8.0,2256703.7
26592,72,0,1.0,49.0,43397,8.0,9,,1.0,0,6614,1414.0,752.0,1,,2667272.2
27008,9,0,1.0,96.0,46477,8.0,4,,0.0,0,1759,2156.0,665.0,0,7.0,2714052.3
48768,37,1,,,84665,9.0,6,2016.0,0.0,0,2302,9038.0,411.0,0,6.0,4887404.6
81967,13,1,0.0,86.0,52020,7.0,4,2003.0,0.0,0,1913,2916.0,163.0,0,1.0,8208953.3
94845,37,1,,98.0,85082,,2,2000.0,,1,5484,6419.0,122.0,1,0.0,9494690.0
22451,98,0,1.0,37.0,95083,2.0,9,,0.0,1,3714,2551.0,557.0,0,2.0,2250405.0
89087,2,0,1.0,44.0,11926,,7,2007.0,,0,8225,8734.0,852.0,0,1.0,8914578.7
4881,78,0,0.0,96.0,84338,1.0,3,2007.0,0.0,0,6456,7884.0,712.0,1,6.0,493342.7
31484,95,1,0.0,73.0,29502,5.0,10,,,0,517,1825.0,861.0,0,0.0,3158232.0
42616,83,0,1.0,97.0,11070,6.0,4,,0.0,0,7206,2319.0,489.0,1,,4272292.6
99840,13,1,0.0,,20177,4.0,5,,,0,8071,5206.0,701.0,1,,9988738.2
67360,55,0,1.0,,33564,,8,,,0,6775,4975.0,448.0,0,,6742928.3
70010,92,1,1.0,29.0,27895,1.0,9,2011.0,1.0,1,9689,7179.0,900.0,0,1.0,7008509.1
23228,16,0,0.0,18.0,77811,3.0,2,,0.0,1,3513,1392.0,563.0,1,,2324503.3
67055,85,1,0.0,70.0,13397,8.0,8,2011.0,0.0,0,4388,6604.0,693.0,1,,6712487.1
39758,19,1,1.0,2.0,98096,,5,,1.0,0,9954,9859.0,823.0,1,0.0,3983187.1
47618,53,1,0.0,98.0,77919,9.0,6,,1.0,1,7883,8714.0,137.0,0,4.0,4765943.6
39897,78,1,1.0,34.0,90124,8.0,5,2019.0,1.0,1,6857,1567.0,877.0,0,,3998497.9
49729,3,1,0.0,89.0,11183,9.0,10,1991.0,1.0,1,1545,4051.0,443.0,1,,4984739.1
86564,12,1,1.0,17.0,50782,5.0,2,,0.0,0,5488,4281.0,175.0,1,1.0,8664807.4
7426,29,0,0.0,59.0,62127,,6,2013.0,0.0,1,6817,568.0,786.0,0,5.0,748575.3
97110,72,0,0.0,77.0,68457,1.0,1,1993.0,0.0,0,1464,4241.0,428.0,0,,9718256.3
83738,35,0,1.0,39.0,30100,7.0,6,2010.0,0.0,1,824,2170.0,424.0,0,2.0,8379855.0
77716,85,0,0.0,28.0,8928,,1,2006.0,1.0,0,2286,4964.0,968.0,1,5.0,7773638.6
88251,56,0,0.0,30.0,13364,,6,2011.0,1.0,0,6309,2546.0,336.0,1,,8828611.1
38800,99,0,0.0,53.0,20848,1.0,4,2003.0,1.0,1,6536,,149.0,0,0.0,3883353.3
54789,36,0,0.0,47.0,52920,6.0,8,,,1,1180,7969.0,442.0,1,,5480117.5
99099,42,1,1.0,31.0,63806,10.0,9,2005.0,1.0,1,4838,1739.0,535.0,1,9.0,9915651.5
77018,26,0,0.0,63.0,96615,1.0,10,,1.0,1,6578,8672.0,540.0,0,6.0,7704215.5
69707,67,1,1.0,58.0,43295,6.0,8,2005.0,0.0,0,1397,8149.0,458.0,0,3.0,6977217.5
84211,28,0,1.0,,60597,3.0,5,1996.0,,0,4313,1242.0,133.0,0,2.0,8426333.6
59752,83,0,1.0,86.0,78411,,5,1995.0,0.0,0,4550,7609.0,246.0,1,,5987095.5
37815,67,0,0.0,26.0,44249,4.0,8,,0.0,1,5008,7152.0,518.0,1,0.0,3783946.5
18681,89,1,1.0,18.0,47701,9.0,3,,,1,1036,5526.0,356.0,1,,1876356.1
28285,28,1,0.0,97.0,26055,4.0,1,2006.0,,0,8041,8084.0,118.0,0,,2840774.6
59773,42,0,0.0,,3478,7.0,5,1999.0,1.0,0,7426,9213.0,757.0,1,,5978589.9
87566,38,1,0.0,15.0,40982,9.0,8,,0.0,0,4781,5281.0,354.0,0,6.0,8759575.8
58801,69,1,1.0,100.0,6506,7.0,3,2016.0,,1,3810,378.0,136.0,0,1.0,5891738.6
6454,29,0,0.0,63.0,81196,4.0,2,1996.0,0.0,1,9136,3205.0,365.0,1,2.0,646692.6
87590,42,1,0.0,29.0,3841,,2,,0.0,1,5863,4058.0,635.0,0,1.0,8764908.1
25532,94,0,0.0,25.0,9864,,1,,1.0,1,6959,4906.0,235.0,1,3.0,2555050.6
15791,20,1,1.0,7.0,82060,9.0,1,1996.0,,0,785,5340.0,322.0,0,7.0,1583248.6
32737,24,0,0.0,98.0,80030,8.0,1,1995.0,1.0,0,9526,8248.0,942.0,0,,3278517.5
74097,11,0,0.0,29.0,63180,,5,,1.0,1,1337,9731.0,588.0,0,7.0,7411597.3
24995,59,1,1.0,95.0,84138,,10,2009.0,,1,6515,5027.0,837.0,0,3.0,2511825.9
13591,18,1,0.0,28.0,62003,6.0,6,,1.0,1,1561,5983.0,735.0,0,,1367021.0
77100,83,1,1.0,63.0,65843,,7,2004.0,0.0,1,6924,3127.0,107.0,1,8.0,7719293.4
21189,23,0,0.0,83.0,25338,,7,,0.0,1,8252,8668.0,209.0,0,3.0,2126521.4
28195,80,0,0.0,80.0,8040,1.0,6,1995.0,0.0,0,1274,5675.0,984.0,1,5.0,2826549.5
92363,66,0,1.0,68.0,81910,1.0,9,2013.0,1.0,1,2054,186.0,551.0,1,5.0,9242507.3
31752,69,1,1.0,27.0,93037,3.0,3,,1.0,1,244,7808.0,576.0,0,7.0,3181933.7
94966,64,1,0.0,56.0,56262,4.0,6,2010.0,0.0,0,1360,263.0,237.0,1,,9505250.0
35493,27,1,1.0,100.0,94691,,5,1997.0,1.0,1,8212,5585.0,777.0,1,2.0,3558407.7
78152,6,0,1.0,21.0,43912,7.0,1,2005.0,1.0,0,5218,6251.0,562.0,0,,7819761.5
13874,91,1,0.0,8.0,57946,5.0,7,1992.0,0.0,1,4886,6859.0,325.0,0,4.0,1393115.2
74893,14,0,0.0,37.0,67654,,6,2015.0,,1,4325,5764.0,195.0,0,7.0,7490630.5
36314,100,1,1.0,42.0,88802,,7,2008.0,0.0,0,5745,1273.0,146.0,0,,3638453.8
34804,35,0,1.0,37.0,72064,9.0,6,,0.0,1,5165,3601.0,256.0,0,3.0,3484349.1
33783,24,1,1.0,7.0,30287,1.0,4,,,1,928,8369.0,824.0,1,4.0,3384758.3
47739,40,0,1.0,40.0,3890,,4,2007.0,1.0,1,9446,7432.0,955.0,0,0.0,4782451.7
39108,64,1,0.0,67.0,89635,1.0,10,,0.0,0,9251,2300.0,568.0,0,5.0,3915608.0
36823,16,0,1.0,36.0,73897,,1,2002.0,0.0,0,5808,5586.0,989.0,1,9.0,3687131.2
88221,94,0,1.0,51.0,62304,8.0,10,2004.0,1.0,0,8436,4823.0,945.0,1,,8828225.4
78977,96,0,1.0,58.0,80424,4.0,2,2004.0,,1,9457,2583.0,116.0,0,3.0,7906006.4
99680,12,1,0.0,69.0,51708,10.0,5,1997.0,1.0,0,1970,9590.0,511.0,0,2.0,9978509.7
5658,56,1,0.0,97.0,13643,8.0,6,1999.0,0.0,1,1418,7786.0,712.0,1,1.0,577145.9
15526,11,0,0.0,32.0,4796,6.0,4,,0.0,0,5840,8571.0,203.0,0,1.0,1555821.3
62964,16,0,0.0,13.0,19738,,10,1990.0,0.0,1,7792,1247.0,778.0,1,4.0,6298222.0
89172,65,0,0.0,84.0,66937,,9,2016.0,1.0,0,2187,3283.0,769.0,0,,8919647.6
111,32,0,1.0,34.0,80623,1.0,4,2003.0,1.0,0,2239,2795.0,951.0,1,,14431.3
43467,34,1,0.0,,58103,2.0,3,1998.0,1.0,0,4340,2690.0,738.0,1,6.0,4350497.8
35112,98,0,1.0,47.0,2866,1.0,1,2002.0,0.0,1,9387,8759.0,404.0,1,10.0,3515831.2
6600,61,0,0.0,72.0,37168,2.0,1,1994.0,0.0,0,8513,5113.0,587.0,1,8.0,667067.4
46709,69,0,0.0,86.0,8410,,9,,,1,3928,7379.0,925.0,1,,4680113.6
6856,55,1,0.0,22.0,64179,2.0,9,2007.0,0.0,0,8070,9026.0,211.0,1,6.0,689679.7
7148,50,0,1.0,51.0,66124,,3,2014.0,1.0,0,2714,4720.0,390.0,0,0.0,723077.4
53062,91,1,1.0,13.0,85231,5.0,1,,0.0,0,3263,7543.0,469.0,0,3.0,5313492.0
43159,96,0,0.0,43.0,75898,4.0,3,,0.0,1,6151,,975.0,0,10.0,4318950.4
40705,74,1,1.0,52.0,9607,10.0,9,1991.0,0.0,0,9802,894.0,736.0,0,9.0,4080567.1
86419,3,0,0.0,51.0,54642,9.0,7,1996.0,1.0,0,5149,176.0,284.0,0,9.0,8645299.6
37225,64,1,1.0,10.0,50820,,9,1995.0,1.0,0,7069,552.0,762.0,1,0.0,3729838.5
13912,15,1,1.0,65.0,16401,,4,1995.0,1.0,0,6588,9320.0,245.0,0,8.0,1399630.5
12228,84,1,1.0,20.0,92241,9.0,9,2011.0,0.0,1,6733,1473.0,745.0,1,6.0,1227403.1
873,11,0,0.0,51.0,29861,6.0,5,2005.0,,1,6353,9736.0,860.0,0,1.0,92386.5
77472,32,0,0.0,68.0,90820,,2,2001.0,0.0,0,455,8767.0,739.0,1,3.0,7749318.1
55812,95,1,0.0,34.0,44417,,4,2011.0,0.0,0,622,4683.0,339.0,1,8.0,5584760.1
56730,16,0,0.0,58.0,16258,,5,1993.0,1.0,0,3300,528.0,357.0,0,9.0,5674735.3
33002,61,1,1.0,10.0,23762,7.0,3,1995.0,,0,7427,5746.0,547.0,1,6.0,3307651.5
3929,61,1,1.0,87.0,31987,7.0,4,1993.0,0.0,1,1270,,590.0,0,,398525.3
66744,40,1,0.0,44.0,83019,4.0,5,2011.0,1.0,1,8949,6510.0,851.0,1,10.0,6681155.1
92759,25,0,1.0,83.0,72034,,10,2020.0,1.0,0,7449,6371.0,386.0,0,,9279850.0
4117,95,1,1.0,74.0,22106,4.0,9,1990.0,1.0,1,7965,8229.0,695.0,1,,424791.0
65476,3,0,1.0,62.0,997,2.0,5,1990.0,1.0,1,1740,8397.0,537.0,0,6.0,6554554.0
50404,92,0,0.0,15.0,92234,10.0,1,,1.0,0,8257,4243.0,999.0,1,0.0,5042499.1
85421,62,0,0.0,23.0,93585,9.0,3,2006.0,,0,1226,9662.0,206.0,1,,8543272.6
54226,21,0,0.0,36.0,19870,4.0,5,1999.0,1.0,0,6779,1732.0,438.0,1,,5426007.9
56287,87,0,1.0,91.0,70143,4.0,2,2000.0,0.0,0,7958,7785.0,160.0,0,1.0,5637555.0
84340,37,1,0.0,28.0,79020,10.0,8,2007.0,0.0,1,7776,8458.0,309.0,1,0.0,8437869.7
57577,17,0,0.0,24.0,45344,7.0,1,2013.0,0.0,0,789,1481.0,451.0,1,,5759307.3
27451,80,0,1.0,20.0,32205,4.0,3,,0.0,0,934,3608.0,354.0,1,9.0,2747145.5
79814,41,0,0.0,98.0,51712,,1,2004.0,,1,6907,6416.0,871.0,1,0.0,7987492.4
53894,15,1,0.0,58.0,28197,9.0,2,2019.0,1.0,1,2037,3841.0,275.0,0,3.0,5396620.9
36095,34,1,1.0,32.0,39155,,4,1995.0,1.0,1,9812,1245.0,375.0,1,,3617203.5
93290,54,1,1.0,60.0,90350,,4,,,1,3029,8805.0,613.0,0,6.0,9335722.1
16478,5,1,0.0,64.0,64114,8.0,9,2009.0,1.0,0,8696,6919.0,396.0,1,9.0,1651205.9
68482,51,1,0.0,,34418,,9,,1.0,0,3562,4808.0,603.0,1,6.0,6853208.1
23614,53,1,0.0,90.0,9649,4.0,4,2020.0,1.0,1,1199,,671.0,0,,2368476.0
73692,80,1,0.0,20.0,28102,10.0,6,1992.0,0.0,1,5200,5513.0,520.0,0,7.0,7375143.2
46227,32,1,1.0,36.0,4839,3.0,8,,1.0,0,648,5911.0,886.0,0,,4632832.3
57454,35,0,0.0,90.0,61970,1.0,4,1998.0,1.0,0,1554,7710.0,576.0,0,7.0,5753949.8
18929,79,1,0.0,,80406,1.0,4,2009.0,0.0,1,8750,4616.0,682.0,1,0.0,1899066.9
20572,37,1,0.0,13.0,25928,3.0,10,2004.0,0.0,0,5688,3570.0,259.0,0,3.0,2059597.4
18012,30,0,0.0,46.0,16251,2.0,8,1991.0,0.0,1,5994,4795.0,217.0,1,5.0,1804873.1
59361,29,0,0.0,,73905,,8,2010.0,1.0,0,5418,5831.0,827.0,0,0.0,5942427.0
85444,35,0,1.0,97.0,59176,9.0,1,2002.0,,1,366,3582.0,901.0,0,,8553656.2
64265,50,1,0.0,44.0,57137,,6,1998.0,0.0,1,8217,3500.0,450.0,0,7.0,6430203.8
1986,44,1,0.0,79.0,80231,,8,2020.0,1.0,1,8776,2454.0,213.0,1,10.0,207433.0
16999,65,0,0.0,1.0,67412,3.0,10,1996.0,1.0,0,8988,7189.0,183.0,0,,1700539.6
68912,26,1,1.0,33.0,6203,9.0,1,1990.0,0.0,0,6392,,342.0,0,8.0,6902784.0
59986,57,1,0.0,17.0,62341,2.0,1,,0.0,0,3483,7458.0,149.0,0,10.0,6004309.8
45426,64,0,0.0,9.0,27642,2.0,7,1994.0,,1,3929,151.0,500.0,1,,4543837.4
28347,40,0,0.0,81.0,21422,6.0,7,,1.0,0,8801,4414.0,287.0,0,1.0,2843096.1
15124,68,0,0.0,56.0,56460,,5,2012.0,1.0,0,3556,4072.0,177.0,0,3.0,1514981.2
72495,90,0,1.0,55.0,6627,8.0,8,1990.0,0.0,1,5340,9491.0,361.0,1,8.0,7255630.0
39097,32,0,1.0,18.0,96256,4.0,6,,1.0,0,5244,6754.0,932.0,0,1.0,3915258.1
45958,17,0,1.0,7.0,21417,7.0,10,,0.0,0,4200,,158.0,0,0.0,4597561.2
11898,67,0,0.0,10.0,66430,9.0,5,2000.0,1.0,0,868,4894.0,404.0,0,8.0,1191000.0
54901,65,0,1.0,71.0,86028,2.0,9,1994.0,1.0,0,3885,6057.0,380.0,0,10.0,5499856.4
18198,25,0,1.0,66.0,92677,,2,2009.0,1.0,0,4239,6223.0,782.0,0,,1828162.9
98149,91,0,1.0,24.0,50437,8.0,10,,,1,4751,7622.0,549.0,1,5.0,9820073.8
94491,76,1,1.0,37.0,93249,6.0,4,,1.0,0,1364,3514.0,823.0,1,10.0,9456801.8
63261,94,0,0.0,6.0,62358,2.0,5,1995.0,1.0,1,537,4300.0,742.0,0,,6327015.5
77990,97,1,0.0,93.0,3991,10.0,2,,,1,9478,6670.0,445.0,0,10.0,7809156.7
4827,90,0,1.0,11.0,11879,,3,1993.0,1.0,0,4233,7138.0,541.0,0,8.0,486479.3
50472,71,1,1.0,39.0,36794,,10,2021.0,0.0,0,1789,9426.0,619.0,0,3.0,5055489.1
51798,99,0,0.0,56.0,60025,,1,,0.0,1,5422,6885.0,653.0,1,3.0,5185741.4
29431,69,1,1.0,30.0,28639,6.0,7,2017.0,0.0,0,6501,9600.0,946.0,1,9.0,2950835.7
52915,63,1,,,85596,3.0,9,1996.0,1.0,0,544,9576.0,480.0,0,8.0,5302289.6
47831,78,0,0.0,99.0,58414,5.0,8,,0.0,1,7449,2899.0,457.0,0,5.0,4792760.2
24511,39,0,0.0,42.0,59602,,5,,1.0,1,4237,7894.0,185.0,0,4.0,2454663.5
33612,29,0,0.0,22.0,80147,6.0,1,1995.0,1.0,1,5058,4116.0,182.0,0,,3364167.5
52223,81,1,0.0,93.0,90461,,7,1993.0,1.0,1,9211,8361.0,763.0,0,10.0,5232399.3
98796,32,0,0.0,68.0,54535,8.0,6,1997.0,0.0,1,3347,3894.0,835.0,0,6.0,9885975.7
2770,36,1,1.0,86.0,67591,3.0,5,2017.0,1.0,1,6653,2988.0,114.0,0,3.0,285402.7
58108,25,0,1.0,79.0,88592,,1,,,1,8054,4395.0,793.0,0,3.0,5822178.8
1933,57,0,0.0,18.0,37338,2.0,8,2011.0,1.0,1,9381,2689.0,382.0,1,9.0,194307.1
78046,5,0,0.0,62.0,25074,6.0,4,2005.0,1.0,1,4371,,478.0,1,3.0,7810522.5
81425,17,1,0.0,,79100,4.0,7,,1.0,1,9406,1683.0,114.0,0,8.0,8154947.2
74709,32,1,0.0,61.0,44802,3.0,7,1993.0,1.0,1,1506,6267.0,691.0,1,9.0,7476997.3
58527,27,0,1.0,76.0,52596,6.0,4,,,0,1909,5877.0,170.0,0,2.0,5858721.3
